id,filename,rel_path,phonemes,error
71030,71030.wav,audios\71030.wav,ˈɛn ɔøbərˌɛnɑːgˈiːlən vˌɛɾdənvˌɔl ˌɪmɑː gˈʏnstɪgɛɾn pɾˈaɪsfɛɾtɛɾvˌɛɾdən ˌɔn zˈɪç ˈɪmɛɾ vˈaɪtɛɾn vˈaɪtɾˌɛnvˌɛɾfɾˈɛɾtən,
71096,71096.wav,audios\71096.wav,ˈɪçmˌaɪkˈɑːm lˈipːsən dˈɛn hˈɛlpst vˈaɪln ˌɪn ˌɪnɛn ˈɪnɾ ˈɪnʃtɪn bʊŋ ˈɪn vˌaɪlz fˈiːl tsuː ˈɛʃən gˈiːpt,
71253,71253.wav,audios\71253.wav,rɪnçʃ frˈaɪkt fˈɑːzɪç fˈɪndɛl vˈas dˈiː gɪzˈɛltsʃaft ˌiːbɪɾ dˈiːn klˈiːmɑːvandəl dˈɛŋ vˈʏsˈɪç dˈaɪnç vˈɔɾ zˈɪç ˈantwɔːɾdən zˈɔltən ˈɪçt dˈiːlˈaɪn dˈɪlˈaɪvəlˌ dˈɛs mɑːn n�,
71254,71254.wav,audios\71254.wav,maɪn lˈiːvɪçtɪŋs gɪtɾˈɪŋk ˈɪst mɛnɛrɑːn vˌɑsɛln gɪnsˈɔmɑːl dˈɛs mɛnɪrɑːl vˈɑsɛl ʃpˈɔdəl vˈɑsɛr mˈɪk kˈɔnsoːrˌɪç mˈaɪn ɪç fyːɾt zˈɔx ʊŋkˈɔnsoːrə tɾˈiːŋɑːm mɪ,
71255,71255.wav,audios\71255.wav,øvɪmɪç frɑːktˈɛç ˈɪst tˈiːɾ ɪn mˈaɪstənmˌɑːk ɪn fɛɾʊm dˈɑs ɪt kˈant nɪçt bɑːnt mˈɑːk ɑːlətɪrɪːɾaːf lˈaɪçɑːɾt ɪn vˈaɪzə ˈɪnɔnˌtɪç hˈat bɑːnɛn dʊɐç zˈaɪnən lˈeːbɛntsɛ,
71256,71256.wav,audios\71256.wav,hˌɛɾˈɪs ɪs jˈɑːɾ nˈɑːtɾˈʊgɪmɪs ˈɛɾ zˈɪç vɛɾʊɐn kˈɛn rˈaʊs gˈeːdən ˈɪs ˈɪtsɪçt ˈɪtsɛɾlˌʊɐmɛn zˈɪçt vɔːɾɔøntən ˈaʊsɑːlpəs ˈaɪpəs ˈɑʊsɪçtɾɪft ʊn tsʊvːɾ,
71257,71257.wav,audios\71257.wav,hˌaːmˈaɪs ɪç ˈaɪl tˈɑːkt hˈɪç tˈuː ʊm dˈiː ʊmvˈɛltsʊʃˈʏtsnəs zɪnt gˈant zˌɪmpələ zˈɪçnˌaɪlˌvˈɪlətən ʊɐmˈɪltsɛnˌmˈɪlˈtɛnˌmˌaɪlˈtˈɛːlˈtˈɛːmˈɪlˈɛlˈtˈɛːmˈɪ,
71258,71258.wav,audios\71258.wav,oːˈaʊ ɑːm vˈiːɪltsɑːɪlt hˈɑst tuːɾˈɪç nˈaɪn ɛn ɛn vˌɪçkˈɛl kˈɛlt gˈɪpt dˈɪs gˈɪpt zˈɪpɑːs fˈɪln ɪn mˈaɪmdɪːɾən gˈɪpt dˈɛs nˈɪçt dˈeːən lˈiːɪçtɪŋs fˈɪln fˈɪln ɛs ɪn v�,
71259,71259.wav,audios\71259.wav,jˈaˌɪç kɔçə gɛɾnˈɛ ʊnts vˈɑːɾ ˈɑlɪs ɪn ˈɪn ˈɪn tɔlɪs rɪtsɛtˈɛltɛlt ˈɪnfɪɾt ʃɔn tsuːbɾˈɛltənmɔɾdɛltˈɛs ɪs ɪnɪnst dˈɑːbɛr ˈɪpɔpɪɾ ˈɛlʊlɛs gɛnmɑːɔs vɪln �,
71260,71260.wav,audios\71260.wav,ɪm ʊnt zvˈɪʃənvˌɑːç ˈaʊnˌɪç kˈaʊnˌɔç ʃpɔɾt vˌɛɪnˈɪgɛgɾˈaɪt fɔn ˌɑːbɛɾɪçɛlɪtˈɪç lˈaɪçtɪltɪç ʊnt gɛrˈɛtə tˈuːrən gɪnˈɑːçt ɪn mˈɑːk dˌiːzɪʃɛ ʃpɔɾtɛɾˈ�,
71261,71261.wav,audios\71261.wav,dʊ frˈaɪgɪzˌɛlt zˈɑːm dˈiː ɦɑːbɛɪt ɪn dˈɛɾ dɪgˈɪtaːln vˌɪl kˈɵntɪgəmˌaɪntsˌaɪn vɪzeːɾˈɪç dˈiː ɪn dˈiː ˈaɾbaɪtən ʊɐd dˈɪɾ mˈɛnʃən nˈɔx ˈaɾbaɪtfɪntən ɪn dˈɛɾ dɪgːi,
71262,71262.wav,audios\71262.wav,vˌɪɾ ˌɛnɚtˈiː nʊtsʊŋ dˈɛɾ kˈɪçɪdɪgɛ zˈɛltʃˌaftɛtˈɛtˈɪgɛ gɛzˈɛltʃaft nʊtsˈɛtɪkˌaɪːrˌaɪˈʏːrˈaɪˈʊɛrˈvˌɪltɪgɛɾˈiːɛɾ ɪn fˈiːlfɛːlˌɪltɪgən fɔɾʃiːdənˈɑ,
71263,71263.wav,audios\71263.wav,ˈɪlɪçt ˌaɪnˈɪçt ˈaɪnfɪɾɪçtɪçt ˈɪnfɪlɪçtɪçt ˈɪnfɪlɪçtɪçt ˈɪnfɪlɪçtɪçt ˈɪnfɪlɪçtɪçt ˈɛn dˈɪn dˈiː pɔlˈɪtɪçə bɛtˈaɪlgʊŋ gˈaɪstɪç ˈaʊfɪdənfˌal zˈɔltə ˈɛɾ v,
71264,71264.wav,audios\71264.wav,ˈɪs ˈɪs ˈaɪnɪçɪç ˈaɪnɪç ˈaɪnɪçɪç ˈaɪnəsɑːx ˈɪnə zˈɑːxətəɾˌɪç nˈɪçt nˈɑːt ˈɪnʃən ˈɪn mˈɔʊft ˈaɪnəm ˈaʊftɛɾˌɪnˈɑːɪn ˈaɪn blˈɪlɪt mˈan nˈɑːtɾɪç nˈɪçt m�,
71265,71265.wav,audios\71265.wav,dʊ frɑːɾgˈɪɾs bɛɾɛːtˈɪçtɛːmˈtɪçt ɛn zˈɪç ɛɾfɪçtɪç fɛɾʃˈiːdən ɛɾ hɔːbɪçt zˈɔɾbən zˈɪç tsuː bɛʃˈɛftɪgən fɛɾɛktɾiːɾtɪv tsuː zˈaɪn zˈɪç ɛɾˈaɪsɪç ɛɾˈaɪsʊkːɛnd,
71266,71266.wav,audios\71266.wav,gantsˈɛɾlç glɔʊɐbˈɪç vɪɾɾt gɪn ˈalə ʃpɾˈaxən lˈɛɾn dˈɑːbɑːɾ ɪç bɪntsˈʊx fˈaʊl bɪnsoːfˈaʊlˌ dˈɪn zˈɪnfɪˈɔnˈɪç ɛɾgɛɾgɪˈmɪç ˈɪn zˈʊx dˈɛs nˈɪçɪɾ als kˈɪntɾaɪn gətɾ�,
71267,71267.wav,audios\71267.wav,tʊm lˈaɪt dˈɛs ʊzˈɑːgən mʊs ˈaɪn bɪs gˈɪpt kˈaɪn lˈiːplɪŋs fˈax ɪn dˈɛɾ ʃˈuːlə bɪs gˈɪptɛbən gəbˈiːtə dˈiːmɪç ɪntɾɪxsˈeːən vɪn dˈɪɾ ɪn dˈɪç ʃˈuːlə anˈzɪç hˈat dˈɪn mˌaɪnən,
71268,71268.wav,audios\71268.wav,dˈɛs ˈɪs ˈɪs ˈɪs ɑːpsˌɔblˈʊgɪgɪgəmˌaɪnə fˈangfrɑːgə ˈɪs ˈɪs ˈɪs ˈɪs mɑːn mˈɪstə mɑːn dˈɪn ˈɪst tsʊːˈɦstantɾɪçt ɪn fɛstmˈax nˈɪç kanˈɛs nˈɪç zˈaɪŋfɔːr mˌaɪnə pɔzˈiː,
71269,71269.wav,audios\71269.wav, das ˈaɪmfɑːx ɪn ˈɪn fɪlɛɾdɪn ʋaɪn bɪsɔɾfˈɪtən zˈɛntʃaʊn dˈɛɾsɪs mˈiːɾ ʊnt mˈaɪm nˈɑːn ʊntfˈɛlt ɑːɾ finˈantsɪˈɛl dɑːmˈɪt vˈaɪtɛrˈɪçɪvˈɛn ˈɪnʏnt ˈɪnfɪlˌɛɾmɪt ,
71270,71270.wav,audios\71270.wav,ˈɪç vˌɪɾ dˈɛn ˈalə tsˈaɪtən rˈaɪzən ʊn vˌɛɾʊnt vˈɑːl ˈɪç gɛn zˈeːn zˈeːn vˈʏltɪ ˈɔp dˈɛs ˈaləs vˈɑː ˈɪs,
71271,71271.wav,audios\71271.wav,dˈɛs vɪçtɪç zɪn ˌaɪnə bɛtsˈiːrɪŋ ɑːm zoːvɔɾ tsvˈɪçən mɛntʃtlɪç als ɑʊx ɔmantɪç dɪnkˈɪç ɑːm zˈɪn kˈanˈɪrʊntɛrbɾɛçən ˈaʊf hˈandəln ɪn ˈaʊgənhɪɾ ʊnt fˈatɾˌɑːlən ɪn kˈɪnɪɪçtən k�,
71272,71272.wav,audios\71272.wav,ˈɪnə ʃˈuːlə ɑːn zˌɔltə ɪn ɪn ɪn ˈɪnɪnɪnɪnɪnɪnɪnˌt gɛvˈɛkt ˌuːdɑːr ˌaɪbɑːɦlən vˌɛɾdən ˈɛndɪnə ˈandɛnənatuːɾˌa ʊntɛn klˈaɪndɪŋ ˌaɪn vˈiːfʊŋktʊŋˌiːɾtɑːs vˈi�,
71273,71273.wav,audios\71273.wav,hˌɪs ˌaʊnʃpiːriːgɪs tˈeːmɑːgɪdɪɾ dˈɛɾ bˈatə ɪs ɛmpˈœʊŋs mˈɛnɪn tʃəmɛnt tsuːm gɾɔsən tˈɑl hˌɪbˈɪçtɪs gɪfˈɪl ˈɪs ˈɪs ˈɛm nɑːtɯːɾɪçɪçtɪçtɛs ɛɾʃtɑːt ɛɾˈʃtɑ,
71274,71274.wav,audios\71274.wav,dʊtsʊkˈʊmpf dˈɛɾ bɪlˈɪŋgʊŋ dˈɛɾ ʊɐpˈɪlɛ vˈɛːgə ɔfˈɛn ɪn tɾɛs ˈantɛɾvˌaɪzə dˈɛnɾʊsˌeːn dˈiːmˌaɪstən dˈɛs glˈaʊbɪç zˈɛɾ kɾˈiːtɪç dˈɛn dˈɛs vˈɛɾktsɔçvˌaɪs ʊns,
71324,71324.wav,audios\71324.wav,ˈɪçkɔçə zˈɛɾ kˈɛɾnə ʊnt zˈeɾ ˌʊntɜʃˈɛtlɪçəntɪçɛtɪçɛn,
71325,71325.wav,audios\71325.wav,fɪnɪçɛn tˈiːl vˌɛɾɾɛ vˌɪɾdɪç ˌaɪn ɾɑːlxʃfˈaɪlbɪzɑːɪn vˌɑːlən vˌɑːlt dˈiːz vˈʊndɐʃhˌʏŋzɪŋgən vˈɛnt zˌɪn ˌaʊs ˈɪrən vˈɪntɛɾ ˈɪn ˌafɾˈɪkɛɾ tsuːl kˈɔmən,
71326,71326.wav,audios\71326.wav,ˈɪç mˈœçtə gˈaɪnə nˈɔø gɾˈɪçə ʃlˈɛɾnən baɪ mˈaɪ mˈaɪnɪʃtvˌɛs dˈɛɾ ɪn gɾˈɪçəndɑntfˈɔnt,
71327,71327.wav,audios\71327.wav,ˈɑsɪz ˌaɪnə frˈɑːɾ gˈɪç ʊnmˈøːptɪç bɑːɾntvɔɾtən kˈan,
71328,71328.wav,audios\71328.wav,ˈɪç mɪnt zˈeɪ hˈas kˈɛptɪʃ,
71329,71329.wav,audios\71329.wav,ˈɪçmɑːgɑːm lˈiːpsən dˈeːn hɛɾpst vˌɑːɾˈɪlt dˈan ˈalˌʎɔs ʊndʏn bɛsɪn tsuːrˈɪgfaltˈɛt,
71330,71330.wav,audios\71330.wav,ˈɪç mˈaxən nˈɪçt gˈɛɾnə ʃpɔɾt ˌɑːbɛɾ vˈɛn ˈaɪnɪç ˈaɪnən mˈaxən vˈɪɾtələn vˈɛɾçəst hantsən,
71331,71331.wav,audios\71331.wav,ˈɪç pɛɾzˈɪlnlɪç fɑːrɑːm gˈɪbstənants mˈeɪɾ,
71332,71332.wav,audios\71332.wav,ˈɪç vɪɾɾdə gɑːnə ˈɪn dˈɛɾ ɛɪn ɛɾfˈɑːrən mˈœçtɛ vˈiːɾ zˈeːɾ dˈiː ˌaɪnklɪç mɪtɛɾ dˈɑːmɛlɪgən tsˈaɪt ˌoːgɛɾ ˌaɪnʃtɪŋən,
71333,71333.wav,audios\71333.wav,ˈaɪç zˈɑːɾ tɾˈɑːgə zˈeɪɾ gɛɾnə klˈaɪdɛ dɑːs gˈuːdən vˌɛɾpʃtˈɑːfən dˈaɪç ˌɪs ˌɑntɛɾ ʃˈøːdən fˈɛndɛɾ ʊən dˈɪŋɪɾ dˈɪs ˈaltɑːkˌsɔːɾkfˌɛltɪç hˈɛɾ gɪʃtˈɛlt fɛɾdən,
71334,71334.wav,audios\71334.wav,ˈɪç mɑːk zˈeːɾ gɛɾnə hˈeːgən ʊntsvˈaɪɾ dˈɛs vˌɛːgən vˈaɪlə ˈandɛɾ tsuː bɾˈɪŋ dɾɪn tsuː blˈaɪbən ɪn ttɾɔtsdˈeːn lˈast dʁaʊsən pɾɛzˈɛntnˌaxt,
